"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-01-05",31,37149,38321,33503,2421,6606,81,18720,0,7,1058,1501,992,1,-450,-115,1000,1398,0,1419,0
"2025-01-05",32,37400,38501,33675,2469,6606,16,18720,0,6,1274,1500,991,1,-430,-65,999,1397,0,1417,0
"2025-01-05",33,38152,39187,34290,2513,6606,0,18720,0,5,1319,1500,992,1,-305,-125,999,1397,0,1420,0
"2025-01-05",34,38739,39886,34799,2557,6606,0,18720,0,5,1350,1500,991,0,-265,-277,999,1397,0,1421,0
"2025-01-05",35,39049,40405,34962,2687,6606,0,18720,0,0,1373,1500,992,1,-328,-428,999,1397,0,1422,0
"2025-01-05",36,39025,40432,34931,2816,6606,0,18720,0,0,1404,1500,992,1,-328,-479,1000,1397,0,1425,0
"2025-01-05",37,38107,39460,34099,2796,6606,0,18720,0,5,1253,1500,992,1,-218,-530,999,1397,0,1424,0
"2025-01-05",38,37394,38828,33447,2775,6606,0,18720,0,4,1193,1500,992,1,-299,-531,999,1397,0,1421,0
"2025-01-05",39,36394,37759,32561,2765,6606,0,18720,0,4,1380,1500,992,0,-230,-531,999,1397,0,1421,0
"2025-01-05",40,35209,36541,31432,2754,6606,0,18720,0,6,1522,1500,992,0,-199,-527,1000,1397,0,1421,0
"2025-01-05",41,34069,35437,30415,2831,6606,0,18720,0,13,1580,1500,992,0,-224,-531,999,1397,0,1424,0
"2025-01-05",42,32704,34179,29183,2908,6606,0,18720,0,128,1567,1500,992,0,-216,-531,999,1397,0,1423,0
"2025-01-05",43,31137,32308,27755,2935,6606,0,18720,0,11,1859,1500,992,0,-64,-496,999,1397,0,1420,0
"2025-01-05",44,29428,30730,26168,2962,6606,0,18720,0,171,2130,1500,992,0,13,-531,999,1397,0,1420,0
"2025-01-05",45,27863,29077,24812,2952,6606,0,18720,0,16,1947,1500,992,1,-67,-531,1000,1398,0,1420,0
"2025-01-05",46,26376,27746,23434,2942,6606,0,18720,0,80,1973,1500,992,0,-159,-531,999,1397,0,1398,0
"2025-01-05",47,24959,26953,22100,2880,6606,0,18720,0,634,2025,1500,992,0,-241,-519,999,1397,0,560,0
"2025-01-05",48,23817,26152,21055,2818,6606,0,18720,0,904,1994,1501,992,0,-300,-531,999,1398,0,493,0
"2025-01-06",1,23870,25850,21061,2816,6606,0,18720,0,549,2096,1500,992,0,-300,-531,999,1397,0,226,0
"2025-01-06",2,24059,25907,21235,2814,6606,0,18720,0,417,2284,1500,992,0,-300,-531,999,1398,0,203,0
"2025-01-06",3,23901,25351,21111,3073,6606,0,18720,0,19,2134,1500,992,0,-300,-531,999,1397,0,13,0
"2025-01-06",4,23907,25645,21081,3332,6606,0,18720,0,296,2226,1500,992,0,-300,-531,999,1390,0,-11,0
"2025-01-06",5,23437,26139,20651,3460,6606,0,18720,0,808,2298,1500,992,0,-300,-531,999,1291,0,-463,0
"2025-01-06",6,23483,26323,20622,3588,6606,0,18720,0,907,2467,1497,992,0,-300,-531,999,1248,0,-502,0
"2025-01-06",7,22784,25935,19983,3675,6606,0,18720,0,907,2383,1350,992,0,-300,-531,999,876,0,-813,0
"2025-01-06",8,22338,25496,19501,3761,6606,0,18720,0,893,2221,1327,991,0,-300,-531,999,808,0,-834,0
"2025-01-06",9,22393,25156,19532,3879,6606,0,18720,0,491,2261,784,947,0,-300,-531,999,533,0,-841,0
"2025-01-06",10,22304,25458,19343,3996,6606,0,18720,0,884,2409,753,944,1,-300,-531,999,529,0,-839,0
"2025-01-06",11,22811,25865,19894,4009,6606,0,18720,0,893,2334,936,939,0,-300,-531,999,902,0,-730,0
"2025-01-06",12,23508,26381,20590,4022,6606,0,18720,0,891,2237,961,940,0,-300,-510,999,977,0,-572,0
"2025-01-06",13,26044,28200,23034,3928,6606,0,18720,0,880,2140,1469,989,0,-300,-376,999,1351,0,1061,0
"2025-01-06",14,28605,30547,25896,3833,6606,0,18720,0,791,3076,1501,992,0,-312,-239,999,1397,0,1285,0
"2025-01-06",15,31450,33086,28543,3824,6606,0,18720,0,294,2912,1501,992,0,-425,-317,999,1397,0,1412,0
"2025-01-06",16,33506,35143,30347,3814,6606,0,18720,0,146,2976,1500,992,1,-450,-441,999,1397,0,1353,0
"2025-01-06",17,35114,36590,31851,3842,6606,0,18720,0,52,3043,1500,992,0,-450,-374,999,1397,0,127,0
"2025-01-06",18,36623,38121,33145,3870,6606,34,18720,0,14,3193,1500,992,0,-450,-434,999,1397,0,18,0
"2025-01-06",19,37649,39242,34177,3890,6606,237,18720,0,14,3347,1500,992,0,-450,-529,995,1397,0,631,0
"2025-01-06",20,38169,39764,34673,3910,6606,576,18720,0,14,3394,1500,992,0,-450,-531,995,1397,0,672,0
"2025-01-06",21,38435,40029,35075,3906,6606,1006,18720,0,13,3607,1501,992,0,-450,-531,1018,1397,0,672,0
"2025-01-06",22,38316,39910,35110,3901,6606,1272,18720,0,13,3449,1501,992,0,-450,-531,1019,1397,0,672,0
"2025-01-06",23,38263,39716,35107,3924,6606,1454,18720,0,8,3313,1501,991,0,-382,-463,1019,1397,0,672,0
"2025-01-06",24,38266,39584,35085,3947,6606,1666,18720,0,9,3415,1501,992,1,-233,-476,1019,1397,0,672,0
"2025-01-06",25,38608,39852,35331,3909,6606,1914,18720,0,9,3549,1500,991,0,-144,-491,1019,1397,0,672,0
"2025-01-06",26,38509,39721,35020,3871,6606,2065,18720,0,12,3363,1500,992,0,-105,-495,1019,1397,0,672,0
"2025-01-06",27,38642,39722,35145,3871,6606,2017,18720,0,11,3336,1501,992,0,-67,-402,1019,1397,0,672,0
"2025-01-06",28,38309,39412,34750,3871,6606,1862,18720,0,13,3155,1501,992,1,-154,-336,1019,1397,0,672,0
"2025-01-06",29,38220,39322,34750,3830,6606,1617,18720,0,13,3360,1501,991,0,-251,-238,1000,1397,0,672,0
"2025-01-06",30,38375,39506,34930,3789,6606,1202,18720,0,13,3310,1501,992,0,-293,-225,999,1397,0,672,0
